order_id,seller_id,customer_id,order_date,order_value,is_returned,profit
O000087,S0229,C00924,2023-04-07,58.3,0,10.3
O000088,S0497,C00212,2022-08-11,171.23,0,49.77
O000089,S0346,C02227,2023-07-05,159.68,0,47.62
O000090,S0265,C01506,2023-12-07,213.68,0,64.67
O000091,S0384,C02457,2023-10-27,363.53,0,133.82
O000092,S0407,C02381,2023-12-06,464.81,0,89.47
O000093,S0203,C00354,2023-11-30,278.23,0,96.32
O000094,S0007,C02208,2023-08-13,103.1,0,33.35
O000095,S0209,C01833,2023-01-12,158.35,0,49.23
O000096,S0258,C01657,2023-12-31,72.36,0,8.41
O000097,S0281,C00591,2023-07-24,43.74,0,15.78
O000098,S0157,C00572,2023-10-12,125.85,0,40.7
O000099,S0107,C01472,2023-12-10,404.79,1,-26.14
O000100,S0142,C00135,2022-07-04,156.59,0,53.47
O000101,S0357,C00182,2022-12-10,177.6,0,33.2
O000102,S0300,C01621,2022-11-04,137.42,0,38.84
O000103,S0280,C01037,2023-12-31,101.06,0,35.69
O000104,S0334,C00737,2022-07-19,141.55,0,19.61
O000105,S0150,C00667,2022-12-31,130.52,0,35.6
O000106,S0127,C00343,2023-04-24,33.97,0,10.5
O000107,S0301,C02417,2023-12-29,136.23,0,36.68
O000108,S0032,C02246,2023-04-29,21.32,0,3.53
O000109,S0188,C01871,2023-06-05,492.49,0,145.41
O000110,S0053,C01431,2021-02-27,48.88,1,-3.24
O000111,S0243,C02466,2023-05-14,47.06,0,11.16
O000112,S0460,C01311,2023-05-23,89.69,0,16.34
O000113,S0007,C02321,2023-09-02,18.27,0,4.43
O000114,S0422,C00781,2023-03-08,72.26,0,15.74
O000115,S0079,C00557,2023-12-29,52.6,0,20.65
O000116,S0259,C00158,2023-11-27,50.28,0,8.56
O000117,S0372,C00560,2023-10-27,198.69,0,54.74
O000118,S0258,C00178,2023-12-28,118.42,0,31.38
O000119,S0057,C02376,2023-06-12,82.27,1,-7.6
O000120,S0437,C00343,2023-10-16,85.52,0,19.73
O000121,S0304,C01365,2022-08-21,105.7,0,27.71
O000122,S0021,C00754,2023-12-30,703.14,0,158.91
O000123,S0337,C00895,2022-10-28,543.91,0,63.34
O000124,S0329,C01444,2023-12-29,59.17,0,23.19
O000125,S0411,C02098,2022-09-11,32.41,0,10.06
O000126,S0156,C00081,2022-06-09,299.72,0,39.72
O000127,S0345,C01094,2023-05-02,94.12,0,11.95
O000128,S0011,C00670,2023-11-29,72.11,0,20.41
O000129,S0415,C01009,2023-03-14,112.67,0,30.57
O000130,S0227,C00559,2023-07-04,316.33,0,47.96
O000131,S0159,C02283,2023-04-20,26.65,0,4.41
O000132,S0450,C00038,2023-12-01,57.36,0,12.33
O000133,S0129,C01549,2022-06-14,4.4,0,1.51
O000134,S0085,C01978,2023-12-12,212.18,0,49.08
O000135,S0083,C02216,2023-08-29,151.44,0,19.92
O000136,S0345,C00683,2023-05-16,179.85,0,21.01
O000137,S0466,C00320,2022-06-21,378.48,0,63.73
O000138,S0231,C01727,2022-05-26,113.12,0,13.6
O000139,S0443,C02172,2023-10-01,180.63,0,48.48
O000140,S0384,C01868,2023-11-02,63.64,1,-3.9
O000141,S0220,C00893,2023-07-26,63.5,0,22.69
O000142,S0500,C01481,2023-10-06,23.48,0,3.47
O000143,S0011,C01300,2023-11-04,92.05,1,-5.55
O000144,S0459,C02359,2023-02-16,107.11,0,40.54
O000145,S0184,C00263,2023-04-21,1.3,0,0.5
O000146,S0364,C02068,2023-02-13,35.64,0,13.85
O000147,S0302,C00522,2023-07-04,84.33,0,31.64
O000148,S0465,C01013,2023-12-02,68.78,0,19.33
O000149,S0105,C02381,2023-12-12,252.04,0,29.19
O000150,S0050,C00297,2023-06-19,38.19,0,10.02
O000151,S0017,C00182,2023-09-15,29.39,0,8.03
O000152,S0216,C02422,2023-12-07,233.46,0,89.8
O000153,S0453,C01593,2023-07-13,16.0,0,3.78
O000154,S0061,C00405,2022-03-29,37.88,1,-3.64
O000155,S0121,C02208,2023-11-25,20.45,0,7.52
O000156,S0015,C01214,2023-09-26,213.0,1,-14.2
O000157,S0130,C01075,2023-12-19,150.35,0,57.6
O000158,S0073,C02043,2022-06-24,186.03,0,27.13
O000159,S0373,C01751,2023-01-27,103.23,0,38.4
O000160,S0418,C00317,2023-03-08,122.41,1,-8.74
O000161,S0433,C00263,2023-01-11,204.4,0,31.32
O000162,S0203,C01487,2023-08-19,71.47,0,16.18
O000163,S0341,C01442,2022-05-29,174.36,0,69.66
O000164,S0375,C00826,2023-12-22,378.91,0,41.92
O000165,S0368,C00405,2022-12-12,146.8,0,31.29
O000166,S0305,C02355,2023-08-16,24.91,0,8.38
O000167,S0088,C00466,2023-07-17,12.74,1,-0.77
O000168,S0477,C01346,2023-03-25,173.6,0,40.33
O000169,S0242,C01918,2023-10-08,54.34,0,7.03
O000170,S0042,C02232,2023-11-30,198.39,1,-17.82
O000171,S0199,C02024,2022-12-14,89.98,0,21.95
O000172,S0081,C01418,2023-10-26,89.61,0,35.32
O000173,S0305,C00611,2023-10-30,220.61,0,81.71
O000174,S0478,C02284,2023-02-24,379.96,0,73.56
O000175,S0439,C01177,2022-10-06,55.26,0,18.43
O000176,S0281,C01661,2022-12-04,70.13,0,9.4
O000177,S0283,C00578,2023-05-10,96.9,0,11.73
O000178,S0224,C01352,2023-12-04,123.24,0,35.97
O000179,S0024,C00223,2022-05-03,39.59,0,9.47
O000180,S0135,C00824,2023-12-20,115.29,0,12.35
O000181,S0030,C01440,2023-09-26,204.56,0,74.01
O000182,S0091,C00905,2023-04-02,203.34,1,-11.01
O000183,S0500,C00725,2023-10-13,277.52,0,44.09
O000184,S0005,C01995,2023-06-09,123.31,0,45.26
O000185,S0218,C01423,2023-10-20,189.67,0,57.41
O000186,S0190,C02370,2022-07-26,119.17,1,-9.83
O000187,S0141,C01272,2022-11-09,46.93,0,9.1
O000188,S0359,C02228,2023-10-16,66.2,1,-5.11
O000189,S0330,C01878,2023-08-31,168.61,0,55.28
O000190,S0453,C01842,2023-02-15,32.54,0,5.77
O000191,S0234,C01035,2023-10-09,99.81,0,32.02
O000192,S0118,C02173,2022-09-08,153.44,0,19.84
O000193,S0017,C01993,2023-11-16,25.32,0,6.36
O000194,S0269,C00244,2023-10-16,122.7,0,34.9
O000195,S0044,C01583,2021-10-19,22.0,0,5.18
O000196,S0287,C01302,2023-07-21,194.51,0,31.11
O000197,S0208,C00656,2021-03-03,122.93,0,17.53
O000198,S0053,C01878,2022-04-15,32.45,0,7.15
O000199,S0194,C02452,2023-09-27,292.93,0,113.49
O000200,S0081,C00463,2023-11-04,10.76,0,1.94
O000201,S0430,C01445,2023-12-24,58.19,0,11.74
O000202,S0374,C01674,2023-09-07,81.67,0,11.6
O000203,S0130,C00147,2023-12-16,14.19,0,2.0
O000204,S0090,C00991,2023-09-03,101.66,0,17.09
O000205,S0386,C00706,2021-11-02,56.24,0,21.95
O000206,S0193,C00555,2023-11-22,134.56,0,36.87
O000207,S0298,C01230,2022-10-23,209.84,0,40.27
O000208,S0260,C02345,2022-09-29,122.96,0,45.3
O000209,S0150,C01434,2023-04-14,105.22,0,24.9
O000210,S0281,C00296,2022-12-16,140.85,1,-14.07
O000211,S0460,C00702,2023-07-18,52.59,0,17.83
O000212,S0246,C01461,2023-10-15,166.63,0,47.21
O000213,S0039,C01537,2023-12-10,123.27,0,39.08
O000214,S0012,C01958,2023-11-03,133.74,0,16.12
O000215,S0218,C00838,2023-08-30,24.22,0,9.15
O000216,S0149,C02225,2023-11-13,278.26,1,-16.62
O000217,S0276,C00909,2023-09-04,161.83,1,-10.97
O000218,S0485,C01619,2022-11-24,400.14,1,-27.45
O000219,S0015,C00057,2023-08-24,110.43,1,-7.33
O000220,S0174,C02455,2023-10-19,109.18,0,14.76
O000221,S0023,C00353,2023-12-11,39.58,0,3.99
O000222,S0069,C01621,2022-08-31,24.5,1,-1.3
O000223,S0388,C01583,2021-08-23,28.64,0,5.6
O000224,S0030,C01362,2023-11-27,117.83,0,42.21
O000225,S0141,C01835,2022-11-08,539.41,0,113.32
O000226,S0093,C00253,2023-09-06,229.21,0,42.57
O000227,S0310,C00987,2022-12-21,147.96,1,-13.52
O000228,S0122,C01280,2023-06-26,48.83,1,-4.28
O000229,S0273,C01926,2022-11-06,42.61,0,7.84
O000230,S0274,C02105,2021-12-09,107.83,0,33.16
O000231,S0464,C00067,2023-11-21,48.69,0,6.12
O000232,S0338,C02255,2022-03-08,545.88,0,70.93
O000233,S0026,C01165,2022-11-08,90.48,0,25.93
O000234,S0434,C00982,2023-12-20,300.34,0,92.97
O000235,S0059,C00199,2022-11-22,191.98,0,24.15
O000236,S0136,C02169,2022-12-25,113.95,0,32.65
O000237,S0344,C00917,2021-03-22,192.31,0,66.29
O000238,S0407,C01559,2023-12-02,322.72,0,79.58
O000239,S0249,C01643,2023-11-12,198.83,0,74.71
O000240,S0381,C00208,2023-12-16,43.88,0,7.41
O000241,S0421,C00950,2022-02-10,50.57,0,8.35
O000242,S0477,C01667,2022-11-09,110.89,0,29.66
O000243,S0271,C01649,2022-08-21,107.9,0,23.12
O000244,S0318,C00882,2023-05-22,52.27,0,16.97
O000245,S0365,C01418,2022-03-11,59.66,0,11.8
O000246,S0360,C00475,2023-04-06,131.78,0,42.42
O000247,S0231,C00979,2023-09-04,57.9,0,20.18
O000248,S0150,C02350,2023-09-30,99.96,0,27.21
O000249,S0331,C01581,2023-06-15,110.76,0,20.64
O000250,S0473,C01489,2023-05-31,99.18,1,-9.38
O000251,S0393,C01163,2023-01-19,47.13,0,17.45
O000252,S0488,C00778,2022-04-16,101.15,0,21.29
O000253,S0170,C01872,2022-02-28,34.62,0,7.19
O000254,S0488,C01258,2022-05-24,82.12,0,14.09
O000255,S0039,C00984,2023-12-19,82.12,0,14.88
O000256,S0067,C00005,2023-01-22,141.65,0,45.71
O000257,S0416,C02293,2023-08-28,166.28,0,44.51
O000258,S0333,C00181,2023-12-29,90.62,0,25.52
O000259,S0334,C02322,2022-04-04,95.86,0,15.83
O000260,S0407,C01782,2023-12-17,27.56,0,6.67
O000261,S0087,C00994,2021-12-05,79.11,0,21.49
O000262,S0419,C01159,2023-12-30,53.2,1,-3.58
O000263,S0206,C01546,2023-11-06,84.11,0,16.33
O000264,S0032,C02210,2023-07-05,155.65,0,22.36
O000265,S0236,C00881,2022-10-12,4.67,0,1.61
O000266,S0092,C00358,2022-10-14,89.59,0,10.68
O000267,S0276,C02205,2021-12-30,150.34,0,44.34
O000268,S0200,C02186,2023-03-17,142.84,0,31.2
O000269,S0495,C01724,2023-02-04,11.41,0,4.29
O000270,S0364,C00262,2023-10-24,184.89,0,42.89
O000271,S0369,C00521,2023-11-16,257.97,0,100.14
O000272,S0053,C00504,2021-12-30,118.22,0,20.2
O000273,S0444,C00671,2023-05-30,130.6,0,21.77
O000274,S0095,C02006,2022-06-13,194.38,1,-18.26
O000275,S0401,C02185,2022-08-22,40.14,0,11.57
O000276,S0192,C01285,2023-05-28,64.91,0,13.17
O000277,S0030,C01579,2023-07-29,84.09,1,-4.9
O000278,S0451,C00769,2023-09-29,290.78,1,-20.7
O000279,S0026,C02217,2022-12-31,159.94,0,62.82
O000280,S0350,C01893,2023-12-28,242.32,0,87.64
O000281,S0061,C02252,2022-05-06,17.85,0,3.48
O000282,S0254,C01441,2022-04-20,57.33,0,22.8
O000283,S0268,C02272,2023-04-14,142.79,0,27.71
O000284,S0177,C02431,2021-10-11,102.94,0,15.61
O000285,S0064,C00240,2023-10-30,300.2,0,113.81
O000286,S0404,C00552,2023-06-10,68.12,0,14.97
O000287,S0237,C01371,2021-08-06,95.51,0,32.82
O000288,S0161,C01175,2023-12-30,14.34,0,3.88
O000289,S0182,C01488,2023-08-31,171.15,0,67.95
O000290,S0191,C01889,2022-09-02,341.3,0,74.41
O000291,S0274,C00113,2022-01-10,102.02,0,27.68
O000292,S0310,C00653,2022-12-18,32.29,0,11.37
O000293,S0347,C00076,2023-12-01,36.05,0,13.88
O000294,S0133,C00309,2023-01-16,152.48,0,19.23
O000295,S0099,C01392,2022-08-30,54.89,0,12.83
O000296,S0025,C00572,2023-12-30,131.96,0,30.98
O000297,S0341,C02396,2022-09-23,116.03,0,21.42
O000298,S0043,C01885,2022-01-23,171.74,0,32.31
O000299,S0210,C00458,2021-12-16,58.64,0,11.64
O000300,S0111,C00571,2023-10-27,188.25,0,38.89
O000301,S0464,C01529,2023-11-18,161.8,0,31.08
O000302,S0018,C00587,2023-09-03,54.77,0,17.36
O000303,S0382,C00822,2023-07-05,384.04,0,45.02
O000304,S0425,C02416,2023-09-11,202.29,0,54.47
O000305,S0480,C00741,2022-10-23,238.68,0,87.66
O000306,S0300,C01244,2023-04-04,12.5,0,4.69
O000307,S0394,C01743,2023-03-22,23.74,0,5.87
O000308,S0037,C00532,2023-12-12,85.31,1,-6.65
O000309,S0336,C01406,2022-08-02,40.92,0,14.28
O000310,S0101,C01393,2023-04-04,224.66,0,55.9
O000311,S0483,C01301,2023-10-08,113.19,0,23.03
O000312,S0274,C01345,2022-11-30,85.52,0,34.05
O000313,S0338,C02469,2023-05-04,221.71,0,37.79
O000314,S0230,C01788,2022-04-19,293.59,0,98.03
O000315,S0024,C00595,2023-04-03,50.93,0,10.88
O000316,S0118,C01934,2023-02-02,34.96,0,8.55
O000317,S0206,C01499,2023-10-29,66.89,0,22.42
O000318,S0340,C00449,2022-08-26,71.03,1,-5.17
O000319,S0141,C02480,2022-06-20,293.83,0,62.06
O000320,S0136,C02450,2021-11-14,100.72,1,-8.28
O000321,S0229,C00022,2023-03-26,24.66,0,9.25
O000322,S0351,C01659,2023-11-14,42.53,0,9.57
O000323,S0431,C00249,2023-12-21,234.93,0,38.06
O000324,S0171,C01670,2021-08-07,45.67,0,16.11
O000325,S0067,C02348,2023-12-18,148.36,1,-10.16
O000326,S0333,C01291,2023-12-01,138.82,0,38.89
O000327,S0224,C00822,2023-12-31,113.54,0,23.51
O000328,S0385,C02291,2023-02-23,32.06,0,12.32
O000329,S0467,C01075,2023-07-25,160.43,1,-12.17
O000330,S0460,C01754,2023-09-29,72.79,0,12.62
O000331,S0114,C00479,2023-12-11,116.27,0,19.66
O000332,S0430,C00075,2022-09-08,59.98,0,22.63
O000333,S0317,C00688,2023-09-10,246.0,0,49.35
O000334,S0481,C01194,2022-06-25,46.24,0,12.22
O000335,S0004,C02280,2022-10-31,80.74,0,20.02
O000336,S0234,C01993,2023-01-18,88.29,0,18.88
O000337,S0243,C00900,2023-12-12,30.13,0,11.5
O000338,S0306,C01883,2023-12-11,78.19,0,9.09
O000339,S0158,C00969,2021-09-28,734.89,0,202.7
O000340,S0092,C01420,2023-01-03,49.61,0,5.17
O000341,S0243,C01977,2023-09-13,22.0,0,2.48
O000342,S0488,C00345,2022-10-21,73.52,0,8.51
O000343,S0250,C02093,2023-10-01,51.89,0,16.01
O000344,S0014,C00599,2023-04-09,77.73,0,28.54
O000345,S0456,C01275,2022-06-28,41.65,0,11.68
O000346,S0242,C01796,2023-08-11,164.96,1,-15.41
O000347,S0362,C00955,2022-04-04,50.59,1,-2.7
O000348,S0334,C01559,2021-12-04,77.15,0,15.79
O000349,S0012,C01817,2022-12-04,53.19,0,13.45
O000350,S0128,C01242,2023-08-16,174.66,0,66.83
O000351,S0153,C01692,2023-08-25,59.83,0,22.63
O000352,S0440,C00898,2023-07-28,485.32,0,129.98
O000353,S0181,C01562,2023-11-29,19.96,1,-1.94
O000354,S0488,C02364,2022-02-16,69.53,0,8.26
O000355,S0246,C01429,2023-12-10,425.24,0,112.85
O000356,S0229,C01555,2022-07-06,66.98,0,22.51
O000357,S0286,C02280,2022-12-24,157.9,0,55.73
O000358,S0279,C00070,2022-09-30,41.11,0,8.17
O000359,S0111,C01684,2022-12-22,178.14,0,36.29
O000360,S0047,C01990,2023-02-06,12.76,0,1.78
O000361,S0232,C02336,2021-06-19,7.65,0,1.67
O000362,S0294,C00110,2023-10-19,13.95,1,-0.72
O000363,S0138,C01785,2022-08-12,58.9,1,-2.96
O000364,S0399,C01988,2023-12-01,71.32,0,21.93
O000365,S0241,C00656,2023-03-05,45.06,0,10.09
O000366,S0492,C00997,2023-10-31,46.29,1,-3.12
O000367,S0444,C00208,2023-11-10,120.47,0,33.69
O000368,S0228,C00894,2023-08-10,114.37,0,24.99
O000369,S0356,C00515,2022-12-21,254.34,1,-21.91
O000370,S0301,C02329,2022-12-25,44.0,0,14.6
O000371,S0393,C00347,2023-05-03,61.0,0,9.56
O000372,S0024,C01852,2023-10-07,33.22,0,10.14
O000373,S0324,C01771,2023-09-02,82.65,0,12.64
O000374,S0485,C00692,2022-07-13,118.87,0,12.53
O000375,S0007,C00059,2023-12-28,1.73,0,0.21
O000376,S0096,C02425,2023-10-16,44.78,0,6.43
O000377,S0057,C02060,2021-11-19,17.58,1,-1.21
O000378,S0020,C00983,2023-12-06,84.32,0,16.85
O000379,S0280,C01173,2023-12-31,38.97,0,14.51
O000380,S0030,C02313,2023-12-09,294.37,0,103.69
O000381,S0376,C02493,2021-10-01,120.89,0,34.03
O000382,S0413,C02021,2023-09-15,114.31,0,12.9
O000383,S0066,C02374,2023-07-02,466.9,1,-28.31
O000384,S0221,C02361,2023-12-04,146.1,0,54.12
O000385,S0240,C00869,2023-12-28,103.8,0,36.86
O000386,S0027,C00981,2023-04-15,100.64,0,11.03
O000387,S0174,C02198,2023-10-28,14.59,0,4.03
O000388,S0237,C00307,2023-05-11,209.83,0,51.95
O000389,S0373,C00221,2023-06-02,19.51,0,6.04
O000390,S0010,C00050,2023-03-07,100.84,0,19.39
O000391,S0375,C00515,2023-12-03,168.99,0,60.49
O000392,S0241,C02475,2023-01-10,57.87,0,22.36
O000393,S0370,C01058,2023-11-03,76.2,0,17.05
O000394,S0057,C00640,2023-12-21,89.31,0,30.5
O000395,S0277,C02481,2022-04-11,213.05,0,45.47
O000396,S0069,C00968,2022-09-11,32.64,1,-1.91
O000397,S0438,C01478,2022-10-01,210.14,0,64.86
O000398,S0287,C02164,2023-11-22,182.05,0,21.34
O000399,S0077,C02415,2023-10-27,156.19,0,41.24
O000400,S0177,C00145,2022-12-26,59.61,0,20.78
O000401,S0433,C01234,2023-01-14,69.25,0,8.66
O000402,S0241,C01391,2023-02-25,61.59,0,23.48
O000403,S0088,C02013,2023-11-28,120.57,1,-6.31
O000404,S0277,C02425,2023-10-06,261.14,0,32.92
O000405,S0421,C02477,2022-07-26,18.88,0,5.23
O000406,S0387,C01437,2022-01-28,443.4,0,177.18
O000407,S0083,C01320,2023-06-17,137.3,0,15.5
O000408,S0437,C00798,2022-02-24,71.4,0,9.75
O000409,S0367,C00674,2023-12-07,32.01,0,8.99
O000410,S0195,C00535,2023-04-20,134.09,0,41.84
O000411,S0106,C01423,2023-11-02,13.92,0,1.68
O000412,S0255,C00842,2023-10-09,47.82,0,14.85
O000413,S0456,C00336,2022-11-26,43.64,1,-3.48
O000414,S0447,C02318,2023-10-07,50.48,0,16.82
O000415,S0073,C02471,2023-11-25,505.36,0,115.86
O000416,S0082,C01580,2023-08-28,155.45,0,36.98
O000417,S0171,C01574,2021-06-01,100.31,1,-8.29
O000418,S0005,C00453,2023-10-13,86.14,0,32.05
O000419,S0440,C01664,2023-06-13,187.0,0,24.29
O000420,S0394,C02154,2023-06-13,123.88,0,14.61
O000421,S0462,C01858,2023-07-02,222.21,0,24.04
O000422,S0389,C02122,2023-11-22,19.56,0,3.45
O000423,S0265,C00139,2023-03-25,308.09,0,62.17
O000424,S0351,C00325,2023-09-25,149.97,0,45.73
O000425,S0445,C00675,2023-10-05,100.86,0,24.56
O000426,S0438,C00358,2023-05-01,107.44,0,35.1
O000427,S0128,C02062,2023-08-08,146.83,0,28.24
O000428,S0429,C00785,2022-04-10,310.89,0,84.01
O000429,S0500,C02478,2023-08-17,81.38,0,19.3
O000430,S0164,C02412,2023-05-16,196.35,0,77.39
O000431,S0226,C01864,2023-06-25,278.92,0,76.84
O000432,S0010,C00764,2023-05-12,42.32,0,4.62
O000433,S0168,C00219,2023-12-22,88.12,0,19.21
O000434,S0472,C01362,2023-08-15,131.48,0,26.01
O000435,S0150,C02286,2022-12-01,156.86,0,47.09
O000436,S0234,C01201,2022-10-18,43.42,0,7.17
O000437,S0297,C01796,2023-04-16,290.64,1,-20.12
O000438,S0213,C02428,2023-11-27,379.7,0,96.04
O000439,S0137,C02173,2023-05-13,27.6,1,-1.44
O000440,S0332,C00410,2022-04-15,168.1,0,31.35
O000441,S0225,C01355,2023-10-10,67.04,0,26.49
O000442,S0026,C01620,2022-10-04,19.74,0,4.59
O000443,S0346,C01167,2023-07-22,12.63,0,3.63
O000444,S0325,C01018,2022-08-05,12.39,0,1.75
O000445,S0439,C01889,2022-03-07,98.48,1,-8.41
O000446,S0236,C01020,2023-07-20,101.04,0,10.41
O000447,S0087,C00063,2021-07-01,344.46,1,-25.78
O000448,S0453,C00906,2023-02-05,166.04,0,64.86
O000449,S0263,C00448,2021-07-11,8.26,0,1.07
O000450,S0241,C01619,2023-02-09,111.25,0,24.07
O000451,S0367,C01600,2023-12-18,281.66,0,83.1
O000452,S0258,C01533,2023-12-27,160.92,0,62.71
O000453,S0447,C00247,2022-11-23,131.51,0,28.73
O000454,S0116,C00074,2023-03-23,53.59,1,-5.33
O000455,S0358,C00158,2023-10-02,277.81,0,62.11
O000456,S0211,C02227,2023-05-07,219.13,0,46.97
O000457,S0375,C02307,2023-12-19,478.19,0,108.56
O000458,S0400,C00982,2023-10-08,101.31,0,20.4
O000459,S0206,C01925,2023-12-20,75.34,0,28.58
O000460,S0230,C00754,2022-11-22,99.25,0,33.25
O000461,S0160,C01832,2023-04-09,140.62,0,25.21
O000462,S0072,C00688,2021-12-04,12.7,0,3.37
O000463,S0456,C00367,2022-05-24,192.76,0,39.48
O000464,S0209,C00738,2023-10-26,272.0,0,86.85
O000465,S0231,C01840,2023-11-22,133.4,0,51.02
O000466,S0224,C01622,2023-12-19,428.86,1,-34.95
O000467,S0453,C02324,2022-05-17,75.77,0,9.15
O000468,S0346,C00125,2023-01-14,79.69,0,9.39
O000469,S0329,C01281,2023-12-28,129.95,0,18.02
O000470,S0288,C01372,2023-12-10,82.04,0,21.73
O000471,S0424,C00982,2022-09-13,108.47,0,22.28
O000472,S0192,C02388,2023-09-08,100.23,0,14.23
O000473,S0089,C01928,2023-09-11,38.01,0,5.91
O000474,S0302,C00999,2023-08-03,26.2,0,2.74
O000475,S0419,C00267,2023-12-24,4.53,0,0.5
O000476,S0134,C01031,2022-11-13,216.12,0,70.99
O000477,S0303,C00521,2023-06-16,91.46,1,-4.94
O000478,S0022,C00067,2023-11-23,40.83,1,-3.19
